id_cliente,id_venta,id_producto,cantidad,fecha_alta,fecha,nombre_cliente,nombre_cliente,email,email,ciudad,nombre_cliente,nombre_cliente,email,email,medio_pago,nombre_producto,nombre_producto,nombre_producto,nombre_producto,categoria,precio_unitario,precio_unitario,importe,precio_unitario,precio_unitario
5,39,22,2,2023-01-05,2024-03-05,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Medialunas de Manteca,Medialunas de Manteca,Medialunas de Manteca,Medialunas de Manteca,Limpieza,2069,2069,4138,2069,2069
5,39,58,4,2023-01-05,2024-03-05,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Caramelos Masticables,Caramelos Masticables,Caramelos Masticables,Caramelos Masticables,Limpieza,4752,4752,19008,4752,4752
5,39,81,4,2023-01-05,2024-03-05,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Alimentos,2520,2520,10080,2520,2520
5,49,59,2,2023-01-05,2024-06-02,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Chicle Menta,Chicle Menta,Chicle Menta,Chicle Menta,Alimentos,3612,3612,7224,3612,3612
5,49,21,4,2023-01-05,2024-06-02,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Pan Lactal Integral,Pan Lactal Integral,Pan Lactal Integral,Pan Lactal Integral,Alimentos,272,272,1088,272,272
5,49,59,4,2023-01-05,2024-06-02,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Chicle Menta,Chicle Menta,Chicle Menta,Chicle Menta,Alimentos,3612,3612,14448,3612,3612
5,49,18,3,2023-01-05,2024-06-02,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Queso Rallado 150g,Queso Rallado 150g,Queso Rallado 150g,Queso Rallado 150g,Limpieza,3444,3444,10332,3444,3444
5,49,85,3,2023-01-05,2024-06-02,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,efectivo,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Alimentos,1856,1856,5568,1856,1856
5,52,83,2,2023-01-05,2024-05-10,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,tarjeta,Queso Untable 190g,Queso Untable 190g,Queso Untable 190g,Queso Untable 190g,Alimentos,1830,1830,3660,1830,1830
5,52,9,4,2023-01-05,2024-05-10,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,tarjeta,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Yerba Mate Suave 1kg,Alimentos,3878,3878,15512,3878,3878
5,52,81,5,2023-01-05,2024-05-10,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,tarjeta,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Alimentos,2520,2520,12600,2520,2520
5,52,38,3,2023-01-05,2024-05-10,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,Cordoba,Agustina Flores,Agustina Flores,agustina.flores@mail.com,agustina.flores@mail.com,tarjeta,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Mermelada de Frutilla 400g,Limpieza,1584,1584,4752,1584,1584
6,13,87,1,2023-01-06,2024-01-24,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,tarjeta,Sopa Instantánea Pollo,Sopa Instantánea Pollo,Sopa Instantánea Pollo,Sopa Instantánea Pollo,Alimentos,1679,1679,1679,1679,1679
6,13,81,3,2023-01-06,2024-01-24,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,tarjeta,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Aceitunas Verdes 200g,Alimentos,2520,2520,7560,2520,2520
6,13,13,1,2023-01-06,2024-01-24,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,tarjeta,Té Verde 20 saquitos,Té Verde 20 saquitos,Té Verde 20 saquitos,Té Verde 20 saquitos,Alimentos,2383,2383,2383,2383,2383
6,33,47,2,2023-01-06,2024-02-13,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,efectivo,Garbanzos 500g,Garbanzos 500g,Garbanzos 500g,Garbanzos 500g,Alimentos,2939,2939,5878,2939,2939
6,33,76,4,2023-01-06,2024-02-13,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,efectivo,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Limpieza,4286,4286,17144,4286,4286
6,33,100,1,2023-01-06,2024-02-13,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,efectivo,Trapo de Piso,Trapo de Piso,Trapo de Piso,Trapo de Piso,Limpieza,4854,4854,4854,4854,4854
6,33,91,2,2023-01-06,2024-02-13,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,Villa Maria,Uma Medina,Uma Medina,uma.medina@mail.com,uma.medina@mail.com,efectivo,Desodorante Aerosol,Desodorante Aerosol,Desodorante Aerosol,Desodorante Aerosol,Alimentos,4690,4690,9380,4690,4690
8,50,10,2,2023-01-08,2024-01-09,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,Carlos Paz,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,transferencia,Yerba Mate Intensa 1kg,Yerba Mate Intensa 1kg,Yerba Mate Intensa 1kg,Yerba Mate Intensa 1kg,Limpieza,4883,4883,9766,4883,4883
8,50,34,5,2023-01-08,2024-01-09,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,Carlos Paz,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,transferencia,Turrón 50g,Turrón 50g,Turrón 50g,Turrón 50g,Limpieza,503,503,2515,503,503
8,50,58,5,2023-01-08,2024-01-09,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,Carlos Paz,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,transferencia,Caramelos Masticables,Caramelos Masticables,Caramelos Masticables,Caramelos Masticables,Limpieza,4752,4752,23760,4752,4752
8,50,32,3,2023-01-08,2024-01-09,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,Carlos Paz,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,transferencia,Chocolate Amargo 100g,Chocolate Amargo 100g,Chocolate Amargo 100g,Chocolate Amargo 100g,Limpieza,2234,2234,6702,2234,2234
8,50,91,4,2023-01-08,2024-01-09,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,Carlos Paz,Bruno Castro,Bruno Castro,bruno.castro@mail.com,bruno.castro@mail.com,transferencia,Desodorante Aerosol,Desodorante Aerosol,Desodorante Aerosol,Desodorante Aerosol,Alimentos,4690,4690,18760,4690,4690
9,27,7,4,2023-01-09,2024-02-25,Yamila Molina,Yamila Molina,yamila.molina@mail.com,yamila.molina@mail.com,Carlos Paz,Yamila Molina,Yamila Molina,yamila.molina@mail.com,yamila.molina@mail.com,transferencia,Jugo de Manzana 1L,Jugo de Manzana 1L,Jugo de Manzana 1L,Jugo de Manzana 1L,Alimentos,3269,3269,13076,3269,3269
9,27,78,4,2023-01-09,2024-02-25,Yamila Molina,Yamila Molina,yamila.molina@mail.com,yamila.molina@mail.com,Carlos Paz,Yamila Molina,Yamila Molina,yamila.molina@mail.com,yamila.molina@mail.com,transferencia,Verduras Congeladas Mix,Verduras Congeladas Mix,Verduras Congeladas Mix,Verduras Congeladas Mix,Limpieza,4289,4289,17156,4289,4289
9,108,90,4,2023-01-09,2024-03-25,Yamila Molina,Yamila Molina,yamila.molina@mail.com,yamila.molina@mail.com,Carlos Paz,Yamila Molina,Yamila Molina,yamila.molina@mail.com,yamila.molina@mail.com,tarjeta,Toallas Húmedas x50,Toallas Húmedas x50,Toallas Húmedas x50,Toallas Húmedas x50,Limpieza,2902,2902,11608,2902,2902
10,21,76,5,2023-01-10,2024-06-19,Karina Acosta,Karina Acosta,karina.acosta@mail.com,karina.acosta@mail.com,Cordoba,Karina Acosta,Karina Acosta,karina.acosta@mail.com,karina.acosta@mail.com,transferencia,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Pizza Congelada Muzzarella,Limpieza,4286,4286,21430,4286,4286
10,21,35,1,2023-01-10,2024-06-19,Karina Acosta,Karina Acosta,karina.acosta@mail.com,karina.acosta@mail.com,Cordoba,Karina Acosta,Karina Acosta,karina.acosta@mail.com,karina.acosta@mail.com,transferencia,Barrita de Cereal 30g,Barrita de Cereal 30g,Barrita de Cereal 30g,Barrita de Cereal 30g,Alimentos,4430,4430,4430,4430,4430
12,42,47,3,2023-01-12,2024-04-18,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,tarjeta,Garbanzos 500g,Garbanzos 500g,Garbanzos 500g,Garbanzos 500g,Alimentos,2939,2939,8817,2939,2939
12,42,29,1,2023-01-12,2024-04-18,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,tarjeta,Papas Fritas Onduladas 100g,Papas Fritas Onduladas 100g,Papas Fritas Onduladas 100g,Papas Fritas Onduladas 100g,Alimentos,1868,1868,1868,1868,1868
12,42,73,3,2023-01-12,2024-04-18,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,tarjeta,Gin 700ml,Gin 700ml,Gin 700ml,Gin 700ml,Alimentos,1561,1561,4683,1561,1561
12,78,37,3,2023-01-12,2024-04-29,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,qr,Mermelada de Durazno 400g,Mermelada de Durazno 400g,Mermelada de Durazno 400g,Mermelada de Durazno 400g,Alimentos,3196,3196,9588,3196,3196
12,78,79,5,2023-01-12,2024-04-29,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,qr,Hamburguesas Congeladas x4,Hamburguesas Congeladas x4,Hamburguesas Congeladas x4,Hamburguesas Congeladas x4,Alimentos,2420,2420,12100,2420,2420
12,78,17,2,2023-01-12,2024-04-29,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,qr,Queso Cremoso 500g,Queso Cremoso 500g,Queso Cremoso 500g,Queso Cremoso 500g,Alimentos,4834,4834,9668,4834,4834
12,78,85,1,2023-01-12,2024-04-29,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,qr,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Jugo en Polvo Naranja,Alimentos,1856,1856,1856,1856,1856
12,78,39,2,2023-01-12,2024-04-29,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,Alta Gracia,Gael Gomez,Gael Gomez,gael.gomez@mail.com,gael.gomez@mail.com,qr,Helado Vainilla 1L,Helado Vainilla 1L,Helado Vainilla 1L,Helado Vainilla 1L,Alimentos,469,469,938,469,469
13,25,55,1,2023-01-13,2024-04-30,Ivana Sanchez,Ivana Sanchez,ivana.sanchez@mail.com,ivana.sanchez@mail.com,Carlos Paz,Ivana Sanchez,Ivana Sanchez,ivana.sanchez@mail.com,ivana.sanchez@mail.com,transferencia,Shampoo 400ml,Shampoo 400ml,Shampoo 400ml,Shampoo 400ml,Alimentos,1407,1407,1407,1407,1407
13,25,95,5,2023-01-13,2024-04-30,Ivana Sanchez,Ivana Sanchez,ivana.sanchez@mail.com,ivana.sanchez@mail.com,Carlos Paz,Ivana Sanchez,Ivana Sanchez,ivana.sanchez@mail.com,ivana.sanchez@mail.com,transferencia,Mascarilla Capilar,Mascarilla Capilar,Mascarilla Capilar,Mascarilla Capilar,Alimentos,1581,1581,7905,1581,1581
13,25,72,1,2023-01-13,2024-04-30,Ivana Sanchez,Ivana Sanchez,ivana.sanchez@mail.com,ivana.sanchez@mail.com,Carlos Paz,Ivana Sanchez,Ivana Sanchez,ivana.sanchez@mail.com,ivana.sanchez@mail.com,transferencia,Ron 700ml,Ron 700ml,Ron 700ml,Ron 700ml,Limpieza,3876,3876,3876,3876,3876
14,107,7,4,2023-01-14,2024-05-21,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,Carlos Paz,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,efectivo,Jugo de Manzana 1L,Jugo de Manzana 1L,Jugo de Manzana 1L,Jugo de Manzana 1L,Alimentos,3269,3269,13076,3269,3269
14,107,11,2,2023-01-14,2024-05-21,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,Carlos Paz,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,efectivo,Café Molido 250g,Café Molido 250g,Café Molido 250g,Café Molido 250g,Alimentos,2053,2053,4106,2053,2053
14,107,12,4,2023-01-14,2024-05-21,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,Carlos Paz,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,efectivo,Té Negro 20 saquitos,Té Negro 20 saquitos,Té Negro 20 saquitos,Té Negro 20 saquitos,Limpieza,570,570,2280,570,570
14,107,5,4,2023-01-14,2024-05-21,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,Carlos Paz,Gael Martinez,Gael Martinez,gael.martinez@mail.com,gael.martinez@mail.com,efectivo,Agua Mineral 500ml,Agua Mineral 500ml,Agua Mineral 500ml,Agua Mineral 500ml,Alimentos,4777,4777,19108,4777,4777
15,40,44,2,2023-01-15,2024-05-13,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,efectivo,Arroz Largo Fino 1kg,Arroz Largo Fino 1kg,Arroz Largo Fino 1kg,Arroz Largo Fino 1kg,Limpieza,2979,2979,5958,2979,2979
15,45,12,2,2023-01-15,2024-01-19,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,efectivo,Té Negro 20 saquitos,Té Negro 20 saquitos,Té Negro 20 saquitos,Té Negro 20 saquitos,Limpieza,570,570,1140,570,570
15,45,18,2,2023-01-15,2024-01-19,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,efectivo,Queso Rallado 150g,Queso Rallado 150g,Queso Rallado 150g,Queso Rallado 150g,Limpieza,3444,3444,6888,3444,3444
15,45,87,4,2023-01-15,2024-01-19,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,efectivo,Sopa Instantánea Pollo,Sopa Instantánea Pollo,Sopa Instantánea Pollo,Sopa Instantánea Pollo,Alimentos,1679,1679,6716,1679,1679
15,45,98,1,2023-01-15,2024-01-19,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,efectivo,Desengrasante 500ml,Desengrasante 500ml,Desengrasante 500ml,Desengrasante 500ml,Limpieza,2843,2843,2843,2843,2843
15,45,52,2,2023-01-15,2024-01-19,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,efectivo,Detergente Líquido 750ml,Detergente Líquido 750ml,Detergente Líquido 750ml,Detergente Líquido 750ml,Limpieza,2582,2582,5164,2582,2582
15,56,18,5,2023-01-15,2024-06-14,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,Cordoba,Tomas Ruiz,Tomas Ruiz,tomas.ruiz@mail.com,tomas.ruiz@mail.com,qr,Queso Rallado 150g,Queso Rallado 150g,Queso Rallado 150g,Queso Rallado 150g,Limpieza,3444,3444,17220,3444,3444
16,114,8,1,2023-01-16,2024-05-05,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,Rio Cuarto,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,qr,Energética Nitro 500ml,Energética Nitro 500ml,Energética Nitro 500ml,Energética Nitro 500ml,Limpieza,4218,4218,4218,4218,4218
16,114,84,1,2023-01-16,2024-05-05,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,Rio Cuarto,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,qr,Queso Azul 150g,Queso Azul 150g,Queso Azul 150g,Queso Azul 150g,Limpieza,1645,1645,1645,1645,1645
16,114,10,1,2023-01-16,2024-05-05,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,Rio Cuarto,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,qr,Yerba Mate Intensa 1kg,Yerba Mate Intensa 1kg,Yerba Mate Intensa 1kg,Yerba Mate Intensa 1kg,Limpieza,4883,4883,4883,4883,4883
16,114,55,5,2023-01-16,2024-05-05,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,Rio Cuarto,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,qr,Shampoo 400ml,Shampoo 400ml,Shampoo 400ml,Shampoo 400ml,Alimentos,1407,1407,7035,1407,1407
16,114,92,4,2023-01-16,2024-05-05,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,Rio Cuarto,Felipe Alvarez,Felipe Alvarez,felipe.alvarez@mail.com,felipe.alvarez@mail.com,qr,Crema Dental 90g,Crema Dental 90g,Crema Dental 90g,Crema Dental 90g,Limpieza,2512,2512,10048,2512,2512
